Train_No,Start_Station,End_Station,Start_Departure,End_Arrival,Total_Distance,Number_of_Stops,Journey_Duration
59169,ANAND JN.,VADTAL SWAMI,07:30:00,08:30:00,13,3,0 days 01:00:00
59170,VADTAL SWAMI,ANAND JN.,16:05:00,17:10:00,13,3,0 days 01:05:00
59201,PALITANA,BHAVNAGAR TE,11:40:00,13:00:00,47,8,0 days 01:20:00
59202,BHAVNAGAR TE,PALITANA,09:55:00,11:20:00,47,8,0 days 01:25:00
59203,SURENDRANAGA,BHAVNAGAR TE,17:05:00,21:00:00,169,22,0 days 03:55:00
59204,BHAVNAGAR TE,SURENDRANAGA,11:35:00,15:30:00,169,22,0 days 03:55:00
59205,KANALUS,PORBANDAR,14:15:00,16:50:00,114,11,0 days 02:35:00
59206,PORBANDAR,KANALUS,10:10:00,12:25:00,108,11,0 days 02:15:00
59207,BHAVNAGAR TE,OKHA,21:35:00,13:05:00,535,60,0 days 15:30:00
59208,OKHA,BHAVNAGAR TE,14:45:00,05:40:00,535,59,0 days 14:55:00
59211,RAJKOT,PORBANDAR,14:10:00,20:00:00,222,21,0 days 05:50:00
59212,PORBANDAR,RAJKOT,07:00:00,13:35:00,216,21,0 days 06:35:00
59213,BHANVAD,PORBANDAR,08:40:00,09:50:00,52,8,0 days 01:10:00
59214,PORBANDAR,BHANVAD,06:20:00,07:40:00,52,7,0 days 01:20:00
59215,BHANVAD,PORBANDAR,21:15:00,22:35:00,52,7,0 days 01:20:00
59216,PORBANDAR,BHANVAD,19:05:00,20:25:00,52,8,0 days 01:20:00
59225,BHAVNAGAR TE,MAHUVA,09:10:00,14:10:00,201,25,0 days 05:00:00
59226,MAHUVA,BHAVNAGAR TE,14:20:00,19:25:00,201,25,0 days 05:05:00
59227,BOTAD,BHAVNAGAR TE,21:20:00,23:25:00,91,12,0 days 02:05:00
59228,BHAVNAGAR TE,BOTAD,05:00:00,07:05:00,91,12,0 days 02:05:00
59229,DHRANGADHRA,BHAVNAGAR TE,03:40:00,09:00:00,206,23,0 days 05:20:00
59230,BHAVNAGAR TE,DHRANGADHRA,18:55:00,00:05:00,206,24,0 days 05:10:00
59231,SURENDRANAGA,BOTAD,18:50:00,20:35:00,78,10,0 days 01:45:00
59232,BOTAD,SURENDRANAGA,07:15:00,09:10:00,78,10,0 days 01:55:00
59233,SURENDRANAGA,BHAVNAGAR TE,09:35:00,13:55:00,169,20,0 days 04:20:00
59234,BHAVNAGAR TE,SURENDRANAGA,14:25:00,18:15:00,169,20,0 days 03:50:00
59235,DHOLA JN,MAHUVA,06:25:00,09:50:00,152,22,0 days 03:25:00
59236,MAHUVA,DHOLA JN,17:20:00,20:55:00,152,22,0 days 03:35:00
59243,RAJULA CITY,MAHUVA,11:40:00,12:55:00,38,7,0 days 01:15:00
59244,MAHUVA,RAJULA CITY,10:10:00,11:25:00,38,7,0 days 01:15:00
59267,PALITANA,BHAVNAGAR TE,08:10:00,09:40:00,47,8,0 days 01:30:00
59268,BHAVNAGAR TE,PALITANA,06:30:00,07:50:00,47,8,0 days 01:20:00
59269,PALITANA,BHAVNAGAR TE,18:50:00,20:10:00,47,8,0 days 01:20:00
59270,BHAVNAGAR TE,PALITANA,17:05:00,18:25:00,47,8,0 days 01:20:00
59271,SURENDRANAGA,BHAVNAGAR TE,13:35:00,17:55:00,169,18,0 days 04:20:00
59272,BHAVNAGAR TE,SURENDRANAGA,08:20:00,12:25:00,169,18,0 days 04:05:00
59295,PALITANA,BHAVNAGAR TE,15:20:00,16:40:00,47,8,0 days 01:20:00
59296,BHAVNAGAR TE,PALITANA,13:30:00,14:50:00,47,8,0 days 01:20:00
59297,PORBANDAR,SOMNATH,06:00:00,11:45:00,236,23,0 days 05:45:00
59298,SOMNATH,PORBANDAR,14:20:00,20:55:00,236,23,0 days 06:35:00
59306,UJJAIN JN,INDORE BG,08:05:00,10:20:00,78,10,0 days 02:15:00
59307,INDORE BG,UJJAIN JN,18:00:00,20:05:00,78,10,0 days 02:05:00
59317,NAGDA JN,UJJAIN JN,18:00:00,19:35:00,54,8,0 days 01:35:00
59318,UJJAIN JN,NAGDA JN,07:00:00,08:30:00,54,8,0 days 01:30:00
59319,UJJAIN JN,BHOPAL,17:05:00,22:15:00,183,25,0 days 05:10:00
59320,BHOPAL,UJJAIN JN,06:40:00,11:05:00,183,25,0 days 04:25:00
59341,NAGDA JN,BINA,11:35:00,23:25:00,428,44,0 days 11:50:00
59342,BINA,NAGDA JN,04:00:00,15:00:00,428,44,0 days 11:00:00
59345,RATLAM JN,NAGDA JN,10:20:00,11:20:00,44,6,0 days 01:00:00
59346,NAGDA JN,RATLAM JN,08:50:00,09:45:00,44,6,0 days 00:55:00
59353,NAGDA JN,UJJAIN JN,23:30:00,01:00:00,54,8,0 days 01:30:00
59354,UJJAIN JN,NAGDA JN,20:40:00,22:15:00,54,8,0 days 01:35:00
59355,RATLAM JN,MATHURA JN.,07:00:00,23:45:00,585,65,0 days 16:45:00
59356,MATHURA JN.,RATLAM JN,05:00:00,21:15:00,585,65,0 days 16:15:00
59357,BAYANA,YAMUNA BRIDG,09:10:00,12:05:00,86,16,0 days 02:55:00
59358,YAMUNA BRIDG,BAYANA,13:45:00,17:00:00,86,16,0 days 03:15:00
59359,BAYANA,MATHURA JN.,17:20:00,19:15:00,75,9,0 days 01:55:00
59360,MATHURA JN.,BAYANA,06:40:00,08:40:00,75,9,0 days 02:00:00
59379,INDORE BG,MAKSI JN,05:20:00,07:25:00,74,7,0 days 02:05:00
59380,MAKSI JN,INDORE BG,10:30:00,12:20:00,74,7,0 days 01:50:00
59385,INDORE BG,CHHINWARA JN,13:00:00,04:30:00,553,49,0 days 15:30:00
59386,CHHINWARA JN,INDORE BG,21:05:00,13:15:00,553,48,0 days 16:10:00
59387,NAGDA JN,INDORE BG,15:15:00,19:30:00,133,17,0 days 04:15:00
59388,INDORE BG,NAGDA JN,08:05:00,12:45:00,133,17,0 days 04:40:00
59393,DAHOD,BHOPAL,05:40:00,15:50:00,397,50,0 days 10:10:00
59394,BHOPAL,DAHOD,12:10:00,23:00:00,398,50,0 days 10:50:00
59395,BETUL,CHHINWARA JN,13:35:00,20:00:00,133,13,0 days 06:25:00
59396,CHHINWARA JN,BETUL,08:00:00,13:05:00,137,15,0 days 05:05:00
59421,RAJKOT,VERAVAL,07:50:00,12:30:00,184,21,0 days 04:40:00
59422,SOMNATH,RAJKOT,04:20:00,09:30:00,189,22,0 days 05:10:00
59423,RAJKOT,SOMNATH,18:15:00,23:40:00,189,22,0 days 05:25:00
59424,VERAVAL,RAJKOT,17:25:00,22:05:00,184,21,0 days 04:40:00
59425,NEW BHUJ,PALANPUR JN,06:25:00,15:25:00,358,38,0 days 09:00:00
59426,PALANPUR JN,NEW BHUJ,13:30:00,22:10:00,358,38,0 days 08:40:00
59439,MUMBAI CENTR,AHMEDABAD,12:15:00,04:00:00,490,72,0 days 15:45:00
59440,AHMEDABAD,MUMBAI CENTR,23:10:00,15:00:00,490,66,0 days 15:50:00
59441,MUMBAI CENTR,AHMEDABAD,22:40:00,14:55:00,490,74,0 days 16:15:00
59442,AHMEDABAD,MUMBAI CENTR,12:40:00,04:35:00,490,74,0 days 15:55:00
59473,AHMEDABAD,PATAN,03:30:00,07:10:00,111,15,0 days 03:40:00
59474,PATAN,AHMEDABAD,20:00:00,23:55:00,111,15,0 days 03:55:00
59475,MAHESANA JN,PATAN,09:45:00,10:40:00,40,6,0 days 00:55:00
59476,PATAN,MAHESANA JN,12:05:00,13:10:00,40,6,0 days 01:05:00
59477,MAHESANA JN,PATAN,15:20:00,16:15:00,40,6,0 days 00:55:00
59478,PATAN,MAHESANA JN,17:05:00,18:00:00,40,6,0 days 00:55:00
59481,MAHESANA JN,PATAN,18:30:00,19:25:00,40,6,0 days 00:55:00
59482,PATAN,MAHESANA JN,07:30:00,08:25:00,40,6,0 days 00:55:00
59483,MAHESANA JN,PATAN,06:05:00,07:10:00,40,6,0 days 01:05:00
59484,PATAN,MAHESANA JN,20:00:00,20:55:00,40,6,0 days 00:55:00
59503,VIRAMGAM JN,OKHA,12:40:00,00:50:00,429,48,0 days 12:10:00
59504,OKHA,VIRAMGAM JN,02:45:00,16:45:00,429,48,0 days 14:00:00
59507,RAJKOT,SOMNATH,05:10:00,10:05:00,189,18,0 days 04:55:00
59508,SOMNATH,RAJKOT,11:00:00,16:00:00,189,18,0 days 05:00:00
59509,MAHESANA JN,VIRAMGAM JN,08:30:00,10:10:00,64,8,0 days 01:40:00
59510,VIRAMGAM JN,MAHESANA JN,06:00:00,07:35:00,64,8,0 days 01:35:00
59511,MAHESANA JN,VIRAMGAM JN,20:00:00,21:35:00,64,8,0 days 01:35:00
59512,VIRAMGAM JN,MAHESANA JN,17:35:00,19:15:00,64,8,0 days 01:40:00
59547,AHMEDABAD,OKHA,12:00:00,05:30:00,495,49,0 days 17:30:00
59548,OKHA,AHMEDABAD,22:10:00,14:10:00,495,45,0 days 16:00:00
59549,VADODARA JN.,AHMEDABAD,08:20:00,10:40:00,99,8,0 days 02:20:00
59550,AHMEDABAD,VADODARA JN.,15:10:00,17:30:00,99,8,0 days 02:20:00
59601,MARWAR JN.,AJMER JN.,05:10:00,09:00:00,139,19,0 days 03:50:00
59602,AJMER JN.,MARWAR JN.,18:20:00,21:50:00,139,19,0 days 03:30:00
59603,MADAR JN,UDAIPUR CITY,07:00:00,17:10:00,306,39,0 days 10:10:00
59604,UDAIPUR CITY,MADAR JN,09:30:00,18:50:00,306,39,0 days 09:20:00
59605,CHITTAURGARH,UDAIPUR CITY,05:45:00,08:35:00,114,13,0 days 02:50:00
59606,UDAIPUR CITY,CHITTAURGARH,19:30:00,22:35:00,114,13,0 days 03:05:00
59607,AJMER JN.,PUSHKAR TERM,09:50:00,10:50:00,31,5,0 days 01:00:00
59608,PUSHKAR TERM,AJMER JN.,16:20:00,17:20:00,31,5,0 days 01:00:00
59705,SURATGARH JN,JAIPUR JN.,06:00:00,21:00:00,563,55,0 days 15:00:00
59706,JAIPUR JN.,SURATGARH JN,05:00:00,18:10:00,562,55,0 days 13:10:00
59707,ANUPGARH,SURATGARH JN,10:30:00,12:25:00,77,10,0 days 01:55:00
59708,SURATGARH JN,ANUPGARH,08:25:00,10:10:00,66,9,0 days 01:45:00
59709,ANUPGARH,SURATGARH JN,16:50:00,18:55:00,66,10,0 days 02:05:00
59710,SURATGARH JN,ANUPGARH,14:30:00,16:30:00,77,11,0 days 02:00:00
59711,BATHINDA JN,SURATGARH JN,14:15:00,17:55:00,142,17,0 days 03:40:00
59712,SURATGARH JN,BATHINDA JN,08:50:00,12:30:00,143,17,0 days 03:40:00
59713,PHULERA JN.,JAIPUR JN.,07:00:00,08:15:00,54,10,0 days 01:15:00
59714,JAIPUR JN.,PHULERA JN.,18:45:00,20:20:00,54,10,0 days 01:35:00
59715,PHULERA JN.,REWARI JN.,03:30:00,08:30:00,215,28,0 days 05:00:00
59716,REWARI JN.,PHULERA JN.,05:30:00,10:45:00,215,28,0 days 05:15:00
59717,PHULERA JN.,REWARI JN.,17:25:00,22:40:00,215,28,0 days 05:15:00
59718,REWARI JN.,PHULERA JN.,19:40:00,00:55:00,215,28,0 days 05:15:00
59719,PHULERA JN.,REWARI JN.,11:30:00,16:30:00,215,28,0 days 05:00:00
59720,REWARI JN.,PHULERA JN.,09:05:00,14:25:00,215,28,0 days 05:20:00
59721,JAIPUR JN.,HISAR JN,05:15:00,13:35:00,367,42,0 days 08:20:00
59722,HISAR JN,JAIPUR JN.,14:05:00,22:35:00,367,42,0 days 08:30:00
59727,SIKAR JN.,REWARI JN.,07:40:00,13:35:00,213,25,0 days 05:55:00
59728,REWARI JN.,SIKAR JN.,23:40:00,04:40:00,213,17,0 days 05:00:00
59729,SIKAR JN.,REWARI JN.,20:25:00,02:00:00,213,17,0 days 05:35:00
59730,REWARI JN.,SIKAR JN.,14:50:00,20:00:00,213,25,0 days 05:10:00
59731,ANUPGARH,SURATGARH JN,06:30:00,08:20:00,66,10,0 days 01:50:00
59732,SURATGARH JN,ANUPGARH,04:25:00,06:10:00,66,10,0 days 01:45:00
59733,ANUPGARH,SURATGARH JN,20:30:00,22:15:00,66,9,0 days 01:45:00
59734,SURATGARH JN,ANUPGARH,18:20:00,20:10:00,66,9,0 days 01:50:00
59735,FATEHPUR-SHE,SIKAR JN.,06:20:00,07:20:00,47,4,0 days 01:00:00
59736,SIKAR JN.,FATEHPUR-SHE,05:00:00,06:00:00,47,4,0 days 01:00:00
59803,RATLAM JN,KOTA,13:20:00,19:45:00,265,24,0 days 06:25:00
59804,KOTA,RATLAM JN,05:55:00,12:55:00,265,24,0 days 07:00:00
59805,JAIPUR JN.,BAYANA,06:40:00,12:55:00,268,23,0 days 06:15:00
59806,BAYANA,JAIPUR JN.,13:35:00,20:00:00,268,22,0 days 06:25:00
59811,RATLAM JN,AGRA  FORT,08:35:00,06:00:00,688,71,0 days 21:25:00
59812,YAMUNA BRIDG,RATLAM JN,18:40:00,15:35:00,691,71,0 days 20:55:00
59813,KOTA,YAMUNA BRIDG,07:15:00,17:35:00,330,42,0 days 10:20:00
59814,AGRA  FORT,KOTA,07:45:00,17:15:00,328,41,0 days 09:30:00
59821,KOTA,BHIND,22:05:00,14:40:00,499,42,0 days 16:35:00
59822,BHIND,KOTA,18:10:00,09:45:00,499,47,0 days 15:35:00
59823,GWALIOR JN,BHIND,06:20:00,08:50:00,87,14,0 days 02:30:00
59824,BHIND,GWALIOR JN,09:55:00,12:25:00,87,14,0 days 02:30:00
59825,GWALIOR JN,BHIND,14:30:00,16:55:00,87,14,0 days 02:25:00
59826,BHIND,GWALIOR JN,18:50:00,21:25:00,87,14,0 days 02:35:00
59827,BHIND,ETAWAH,15:00:00,16:05:00,36,3,0 days 01:05:00
59828,ETAWAH,BHIND,17:30:00,18:30:00,36,3,0 days 01:00:00
59831,VADODARA JN.,KOTA,07:25:00,22:30:00,527,64,0 days 15:05:00
59832,KOTA,VADODARA JN.,09:45:00,01:10:00,527,63,0 days 15:25:00
59833,KOTA,NIMACH,22:45:00,05:55:00,227,15,0 days 07:10:00
59834,NIMACH,KOTA,22:30:00,04:45:00,227,15,0 days 06:15:00
59835,NIMACH,UDAIPUR CITY,06:50:00,11:45:00,169,20,0 days 04:55:00
59836,UDAIPUR CITY,NIMACH,14:15:00,20:05:00,169,20,0 days 05:50:00
59837,JHALAWAR CIT,KOTA,09:45:00,12:10:00,85,11,0 days 02:25:00
59838,KOTA,JHALAWAR CIT,07:00:00,09:20:00,85,11,0 days 02:20:00
59839,JHALAWAR CIT,KOTA,18:30:00,20:45:00,85,11,0 days 02:15:00
59840,KOTA,JHALAWAR CIT,15:45:00,18:05:00,85,11,0 days 02:20:00
61631,BHOPAL,BINA,09:00:00,12:20:00,138,16,0 days 03:20:00
61632,BINA,BHOPAL,17:45:00,21:05:00,138,16,0 days 03:20:00
63105,SEALDAH,LALGOLA,20:20:00,01:05:00,230,31,0 days 04:45:00
63108,LALGOLA,SEALDAH,04:30:00,09:57:00,229,34,0 days 05:27:00
63141,SEALDAH,RAMPUR HAT,12:05:00,18:05:00,228,30,0 days 06:00:00
63142,RAMPUR HAT,SEALDAH,14:25:00,19:50:00,228,36,0 days 05:25:00
63151,JASIDIH JN.,BAIDYANATHDH,05:40:00,06:00:00,6,3,0 days 00:20:00
63153,JASIDIH JN.,BAIDYANATHDH,08:45:00,09:05:00,6,3,0 days 00:20:00
63154,BAIDYANATHDH,JASIDIH JN.,09:30:00,09:50:00,6,3,0 days 00:20:00
63155,JASIDIH JN.,BAIDYANATHDH,10:00:00,10:20:00,6,3,0 days 00:20:00
63156,BAIDYANATHDH,JASIDIH JN.,10:50:00,11:10:00,6,3,0 days 00:20:00
63157,JASIDIH JN.,BAIDYANATHDH,12:30:00,12:50:00,6,3,0 days 00:20:00
63158,BAIDYANATHDH,JASIDIH JN.,13:05:00,13:25:00,6,3,0 days 00:20:00
63159,JASIDIH JN.,BAIDYANATHDH,14:40:00,15:00:00,6,3,0 days 00:20:00
63160,BAIDYANATHDH,JASIDIH JN.,15:15:00,15:35:00,6,3,0 days 00:20:00
63161,JASIDIH JN.,BAIDYANATHDH,16:40:00,17:00:00,6,3,0 days 00:20:00
63162,BAIDYANATHDH,JASIDIH JN.,17:10:00,17:30:00,6,3,0 days 00:20:00
63163,JASIDIH JN.,BAIDYANATHDH,17:45:00,18:05:00,6,3,0 days 00:20:00
63164,BAIDYANATHDH,JASIDIH JN.,18:25:00,18:45:00,6,3,0 days 00:20:00
63165,JASIDIH JN.,BAIDYANATHDH,19:50:00,20:10:00,6,3,0 days 00:20:00
63166,BAIDYANATHDH,JASIDIH JN.,20:30:00,20:50:00,6,3,0 days 00:20:00
63167,JASIDIH JN.,BAIDYANATHDH,22:50:00,23:05:00,6,2,0 days 00:15:00
63168,BAIDYANATHDH,JASIDIH JN.,23:30:00,23:45:00,6,2,0 days 00:15:00
63169,JASIDIH JN.,BAIDYANATHDH,03:35:00,03:50:00,6,3,0 days 00:15:00
63203,KIUL JN.,MOKAMA JN.,04:10:00,05:55:00,34,8,0 days 01:45:00
63204,MOKAMA JN.,KIUL JN.,20:50:00,22:40:00,34,8,0 days 01:50:00
63205,KIUL JN.,PATNA JN.,02:10:00,07:00:00,123,25,0 days 04:50:00
63206,PATNA JN.,KIUL JN.,19:50:00,01:40:00,123,22,0 days 05:50:00
63207,JHAJHA,PATNA JN.,05:35:00,12:45:00,177,30,0 days 07:10:00
63208,PATNA JN.,JASIDIH JN.,08:40:00,15:55:00,221,34,0 days 07:15:00
63209,JHAJHA,PATNA JN.,08:10:00,15:00:00,177,29,0 days 06:50:00
63210,PATNA JN.,JHAJHA,11:05:00,17:20:00,177,30,0 days 06:15:00
63211,JASIDIH JN.,PATNA JN.,16:15:00,01:05:00,221,34,0 days 08:50:00
63212,PATNA JN.,JHAJHA,14:30:00,20:35:00,177,29,0 days 06:05:00
63213,PATNA JN.,ARA,17:15:00,18:50:00,49,11,0 days 01:35:00
63214,ARA,PATNA JN.,07:05:00,08:35:00,49,13,0 days 01:30:00
63217,MOKAMA JN.,DANAPUR,06:05:00,09:45:00,98,18,0 days 03:40:00
63218,DANAPUR,MOKAMA JN.,17:55:00,21:30:00,98,18,0 days 03:35:00
63219,DANAPUR,RAGHUNATHPUR,09:55:00,12:25:00,75,14,0 days 02:30:00
63220,RAGHUNATHPUR,PATNA JN.,16:15:00,19:35:00,85,17,0 days 03:20:00
63221,MOKAMA JN.,PATNA JN.,05:30:00,07:45:00,89,7,0 days 02:15:00
63222,PATNA JN.,MOKAMA JN.,18:10:00,20:40:00,89,7,0 days 02:30:00
63223,PATNA JN.,ARA,21:50:00,23:55:00,49,10,0 days 02:05:00
63224,ARA,PATNA JN.,03:30:00,05:00:00,49,10,0 days 01:30:00
63225,PATNA JN.,MUGHAL SARAI,12:05:00,19:15:00,207,34,0 days 07:10:00
63226,VARANASI JN.,PATNA JN.,13:40:00,21:05:00,225,39,0 days 07:25:00
63227,PATNA JN.,MUGHAL SARAI,08:00:00,15:15:00,207,37,0 days 07:15:00
63228,MUGHAL SARAI,PATNA JN.,15:35:00,23:30:00,207,31,0 days 07:55:00
63231,PATNA JN.,MUGHAL SARAI,19:55:00,03:50:00,207,33,0 days 07:55:00
63232,BUXAR,PATNA JN.,06:40:00,11:00:00,117,18,0 days 04:20:00
63233,PATNA JN.,VARANASI JN.,05:15:00,13:20:00,225,35,0 days 08:05:00
63234,MUGHAL SARAI,PATNA JN.,07:30:00,17:05:00,207,29,0 days 09:35:00
63235,BUXAR,MUGHAL SARAI,04:00:00,06:35:00,89,11,0 days 02:35:00
63237,MUGHAL SARAI,ALLAHABAD JN,04:30:00,09:10:00,152,21,0 days 04:40:00
63238,ALLAHABAD JN,MUGHAL SARAI,18:30:00,23:00:00,152,20,0 days 04:30:00
63240,MUGHAL SARAI,BUXAR,20:20:00,00:15:00,89,11,0 days 03:55:00
63241,PATNA JN.,GAYA JN.,05:00:00,08:05:00,94,26,0 days 03:05:00
63242,GAYA JN.,PATNA JN.,05:00:00,08:00:00,91,13,0 days 03:00:00
63243,PATNA JN.,GAYA JN.,06:15:00,09:15:00,94,26,0 days 03:00:00
63244,GAYA JN.,PATNA JN.,05:45:00,08:45:00,94,26,0 days 03:00:00
63245,PATNA JN.,GAYA JN.,08:30:00,11:30:00,91,17,0 days 03:00:00
63246,GAYA JN.,PATNA JN.,08:30:00,11:30:00,91,17,0 days 03:00:00
63247,PATNA JN.,GAYA JN.,09:15:00,12:15:00,91,13,0 days 03:00:00
63248,GAYA JN.,PATNA JN.,09:30:00,12:20:00,94,26,0 days 02:50:00
63249,PATNA JN.,GAYA JN.,12:00:00,14:45:00,91,16,0 days 02:45:00
63250,GAYA JN.,PATNA JN.,11:45:00,14:20:00,85,14,0 days 02:35:00
63251,PATNA JN.,GAYA JN.,13:00:00,16:00:00,91,18,0 days 03:00:00
63252,GAYA JN.,PATNA JN.,12:45:00,15:25:00,91,17,0 days 02:40:00
63253,PATNA JN.,GAYA JN.,15:30:00,18:30:00,91,15,0 days 03:00:00
63254,GAYA JN.,PATNA JN.,15:15:00,18:00:00,94,24,0 days 02:45:00
63255,PATNA JN.,GAYA JN.,18:30:00,21:30:00,91,13,0 days 03:00:00
63256,GAYA JN.,PATNA JN.,16:30:00,19:30:00,91,13,0 days 03:00:00
63257,PATNA JN.,GAYA JN.,20:00:00,23:00:00,94,26,0 days 03:00:00
63258,GAYA JN.,PATNA JN.,19:00:00,22:00:00,94,26,0 days 03:00:00
63259,PATNA JN.,GAYA JN.,22:30:00,01:35:00,91,18,0 days 03:05:00
63260,GAYA JN.,PATNA JN.,22:00:00,01:00:00,94,21,0 days 03:00:00
63261,FATUHA,BUXAR,16:20:00,23:50:00,139,27,0 days 07:30:00
63262,BUXAR,FATUHA,04:55:00,10:15:00,139,24,0 days 05:20:00
63263,PATNA JN.,BUXAR,14:50:00,19:05:00,117,20,0 days 04:15:00
63264,MUGHAL SARAI,PATNA JN.,05:10:00,14:50:00,207,31,0 days 09:40:00
63271,MOKAMA JN.,PATNA JN.,15:30:00,19:10:00,89,15,0 days 03:40:00
63272,PATNA JN.,MOKAMA JN.,05:05:00,09:45:00,89,15,0 days 04:40:00
63273,BARAUNI JN.,MOKAMA JN.,11:30:00,12:45:00,20,6,0 days 01:15:00
63274,MOKAMA JN.,BARAUNI JN.,09:50:00,11:00:00,18,7,0 days 01:10:00
63275,BARAUNI JN.,MOKAMA JN.,13:00:00,14:15:00,20,6,0 days 01:15:00
63276,MOKAMA JN.,BARAUNI JN.,13:00:00,14:05:00,18,7,0 days 01:05:00
63279,BARAUNI JN.,SONPUR JN.,17:30:00,20:25:00,93,20,0 days 02:55:00
63280,PATNA JN.,BARAUNI JN.,20:10:00,02:25:00,120,25,0 days 06:15:00
63283,BARAUNI JN.,PATNA JN.,15:00:00,19:45:00,120,25,0 days 04:45:00
63284,PATNA JN.,BARAUNI JN.,08:10:00,12:25:00,120,25,0 days 04:15:00
63285,BARAUNI JN.,PATNA JN.,03:30:00,08:15:00,120,24,0 days 04:45:00
63286,SONPUR JN.,BARAUNI JN.,07:05:00,10:10:00,93,20,0 days 03:05:00
63289,GAYA JN.,DEHRI-ON-SON,11:55:00,14:00:00,85,14,0 days 02:05:00
63290,DEHRI-ON-SON,GAYA JN.,15:00:00,17:05:00,85,14,0 days 02:05:00
63291,GAYA JN.,DEHRI-ON-SON,07:30:00,09:35:00,85,14,0 days 02:05:00
63292,DEHRI-ON-SON,GAYA JN.,18:16:00,20:35:00,85,14,0 days 02:19:00
63293,DEHRI-ON-SON,MUGHAL SARAI,09:45:00,12:30:00,118,18,0 days 02:45:00
63294,MUGHAL SARAI,DEHRI-ON-SON,16:00:00,18:11:00,118,18,0 days 02:11:00
63295,GAYA JN.,MUGHAL SARAI,17:55:00,23:25:00,203,28,0 days 05:30:00
63296,MUGHAL SARAI,GAYA JN.,04:00:00,10:15:00,203,28,0 days 06:15:00
63501,HOWRAH JN.,BARDDHAMAN J,01:50:00,03:40:00,106,3,0 days 01:50:00
63502,BARDDHAMAN J,HOWRAH JN.,21:58:00,00:15:00,106,34,0 days 02:17:00
63505,BARDDHAMAN J,ASANSOL MAIN,04:00:00,05:55:00,104,14,0 days 01:55:00
63506,ASANSOL MAIN,BARDDHAMAN J,04:55:00,06:40:00,105,14,0 days 01:45:00
63507,BARDDHAMAN J,ASANSOL MAIN,05:15:00,07:05:00,104,14,0 days 01:50:00
63508,ASANSOL MAIN,BARDDHAMAN J,05:45:00,07:35:00,105,14,0 days 01:50:00
63509,BARDDHAMAN J,ASANSOL MAIN,07:30:00,09:15:00,104,14,0 days 01:45:00
63510,ASANSOL MAIN,BARDDHAMAN J,06:20:00,08:06:00,105,14,0 days 01:46:00
63511,BARDDHAMAN J,ASANSOL MAIN,08:40:00,10:35:00,104,14,0 days 01:55:00
63512,ASANSOL MAIN,BARDDHAMAN J,07:42:00,09:38:00,105,14,0 days 01:56:00
63513,BARDDHAMAN J,ASANSOL MAIN,09:50:00,11:40:00,104,14,0 days 01:50:00
63514,ASANSOL MAIN,BARDDHAMAN J,09:00:00,10:50:00,105,14,0 days 01:50:00
63515,BARDDHAMAN J,ASANSOL MAIN,12:05:00,13:55:00,104,14,0 days 01:50:00
63516,ASANSOL MAIN,BARDDHAMAN J,10:20:00,12:20:00,105,14,0 days 02:00:00
63517,BARDDHAMAN J,ASANSOL MAIN,13:15:00,15:05:00,104,14,0 days 01:50:00
63518,ASANSOL MAIN,BARDDHAMAN J,12:40:00,14:30:00,105,14,0 days 01:50:00
63519,BARDDHAMAN J,ASANSOL MAIN,15:20:00,17:15:00,104,14,0 days 01:55:00
63520,ASANSOL MAIN,BARDDHAMAN J,14:05:00,16:00:00,105,14,0 days 01:55:00
63521,BARDDHAMAN J,ASANSOL MAIN,16:05:00,17:55:00,104,14,0 days 01:50:00
63522,ASANSOL MAIN,BARDDHAMAN J,16:10:00,18:05:00,105,14,0 days 01:55:00
63523,BARDDHAMAN J,ASANSOL MAIN,17:25:00,19:20:00,104,14,0 days 01:55:00
63524,ASANSOL MAIN,BARDDHAMAN J,16:55:00,18:45:00,105,14,0 days 01:50:00
63525,BARDDHAMAN J,ASANSOL MAIN,20:05:00,22:00:00,104,14,0 days 01:55:00
63526,ASANSOL MAIN,BARDDHAMAN J,21:50:00,23:50:00,105,14,0 days 02:00:00
63527,DURGAPUR,ASANSOL MAIN,22:25:00,23:08:00,42,6,0 days 00:43:00
63528,ASANSOL MAIN,DURGAPUR,20:25:00,21:10:00,42,6,0 days 00:45:00
63529,ANDAL JN.,RAMPUR HAT,05:40:00,08:05:00,100,18,0 days 02:25:00
63530,RAMPUR HAT,ANDAL JN.,08:30:00,10:55:00,101,17,0 days 02:25:00
63531,ANDAL JN.,SAINTHIA JN.,08:10:00,10:00:00,72,14,0 days 01:50:00
63532,SAINTHIA JN.,ANDAL JN.,04:00:00,05:50:00,73,14,0 days 01:50:00
63533,ANDAL JN.,SAINTHIA JN.,14:00:00,15:50:00,72,14,0 days 01:50:00
63534,SAINTHIA JN.,ANDAL JN.,10:40:00,12:30:00,73,14,0 days 01:50:00
63535,ANDAL JN.,SAINTHIA JN.,17:10:00,19:00:00,72,13,0 days 01:50:00
63536,SAINTHIA JN.,ANDAL JN.,16:40:00,18:30:00,73,14,0 days 01:50:00
63537,ANDAL JN.,SAINTHIA JN.,19:05:00,20:55:00,72,14,0 days 01:50:00
63538,SAINTHIA JN.,ANDAL JN.,20:00:00,21:50:00,73,14,0 days 01:50:00
63541,ASANSOL MAIN,NSC BOSE J G,05:10:00,07:10:00,88,18,0 days 02:00:00
